Driver,LapNumber,LapTime,Compound,TyreLife,Stint,Position
BOT,71.0,0 days 00:01:18.104000,HARD,57.0,3.0,13.0
BOT,72.0,0 days 00:01:18.347000,HARD,58.0,3.0,13.0
BOT,73.0,0 days 00:01:20.068000,HARD,59.0,3.0,13.0
BOT,74.0,0 days 00:01:18.318000,HARD,60.0,3.0,13.0
BOT,75.0,0 days 00:01:18.779000,HARD,61.0,3.0,13.0
BOT,76.0,0 days 00:01:18.774000,HARD,62.0,3.0,13.0
STR,1.0,0 days 00:41:42.648000,HARD,2.0,1.0,11.0
STR,2.0,0 days 00:02:14.844000,MEDIUM,2.0,2.0,11.0
STR,3.0,0 days 00:01:28.303000,MEDIUM,3.0,2.0,11.0
STR,4.0,0 days 00:01:23.354000,MEDIUM,4.0,2.0,11.0
STR,5.0,0 days 00:01:23.731000,MEDIUM,5.0,2.0,11.0
STR,6.0,0 days 00:01:22.977000,MEDIUM,6.0,2.0,11.0
STR,7.0,0 days 00:01:22.634000,MEDIUM,7.0,2.0,11.0
STR,8.0,0 days 00:01:21.653000,MEDIUM,8.0,2.0,11.0
STR,9.0,0 days 00:01:22.090000,MEDIUM,9.0,2.0,11.0
STR,10.0,0 days 00:01:21.725000,MEDIUM,10.0,2.0,11.0
STR,11.0,0 days 00:01:21.517000,MEDIUM,11.0,2.0,11.0
STR,12.0,0 days 00:01:21.471000,MEDIUM,12.0,2.0,11.0
STR,13.0,0 days 00:01:21.314000,MEDIUM,13.0,2.0,11.0
STR,14.0,0 days 00:01:20.427000,MEDIUM,14.0,2.0,11.0
STR,15.0,0 days 00:01:20.781000,MEDIUM,15.0,2.0,11.0
STR,16.0,0 days 00:01:21.189000,MEDIUM,16.0,2.0,11.0
STR,17.0,0 days 00:01:21.970000,MEDIUM,17.0,2.0,11.0
STR,18.0,0 days 00:01:20.698000,MEDIUM,18.0,2.0,11.0
STR,19.0,0 days 00:01:20.353000,MEDIUM,19.0,2.0,11.0
STR,20.0,0 days 00:01:19.398000,MEDIUM,20.0,2.0,11.0
STR,21.0,0 days 00:01:19.016000,MEDIUM,21.0,2.0,11.0
STR,22.0,0 days 00:01:21.307000,MEDIUM,22.0,2.0,11.0
STR,23.0,0 days 00:01:21.188000,MEDIUM,23.0,2.0,11.0
STR,24.0,0 days 00:01:21.621000,MEDIUM,24.0,2.0,11.0
STR,25.0,0 days 00:01:20.506000,MEDIUM,25.0,2.0,11.0
STR,26.0,0 days 00:01:20.589000,MEDIUM,26.0,2.0,11.0
STR,27.0,0 days 00:01:20.307000,MEDIUM,27.0,2.0,11.0
STR,28.0,0 days 00:01:20.131000,MEDIUM,28.0,2.0,11.0
STR,29.0,0 days 00:01:19.464000,MEDIUM,29.0,2.0,11.0
STR,30.0,0 days 00:01:21.422000,MEDIUM,30.0,2.0,11.0
STR,31.0,0 days 00:01:22.535000,MEDIUM,31.0,2.0,11.0
STR,32.0,0 days 00:01:21.252000,MEDIUM,32.0,2.0,11.0
STR,33.0,0 days 00:01:20.536000,MEDIUM,33.0,2.0,11.0
STR,34.0,0 days 00:01:19.789000,MEDIUM,34.0,2.0,11.0
STR,35.0,0 days 00:01:19.497000,MEDIUM,35.0,2.0,11.0
STR,36.0,0 days 00:01:19.297000,MEDIUM,36.0,2.0,11.0
STR,37.0,0 days 00:01:19.638000,MEDIUM,37.0,2.0,11.0
STR,38.0,0 days 00:01:19.706000,MEDIUM,38.0,2.0,11.0
STR,39.0,0 days 00:01:19.867000,MEDIUM,39.0,2.0,11.0
STR,40.0,0 days 00:01:20.450000,MEDIUM,40.0,2.0,11.0
STR,41.0,0 days 00:01:20.200000,MEDIUM,41.0,2.0,11.0
STR,42.0,0 days 00:01:37.062000,MEDIUM,42.0,2.0,11.0
STR,43.0,0 days 00:01:22.775000,HARD,3.0,3.0,11.0
STR,44.0,0 days 00:01:18.551000,HARD,4.0,3.0,11.0
STR,45.0,0 days 00:01:18.806000,HARD,5.0,3.0,11.0
STR,46.0,0 days 00:01:18.296000,HARD,6.0,3.0,11.0
STR,47.0,0 days 00:01:18.062000,HARD,7.0,3.0,11.0
STR,48.0,0 days 00:01:49.132000,HARD,8.0,3.0,16.0
STR,49.0,0 days 00:01:19.089000,SOFT,1.0,4.0,16.0
STR,50.0,0 days 00:01:17.788000,SOFT,2.0,4.0,16.0
STR,51.0,0 days 00:01:16.982000,SOFT,3.0,4.0,16.0
STR,52.0,0 days 00:01:17.350000,SOFT,4.0,4.0,16.0
STR,53.0,0 days 00:01:21.547000,SOFT,5.0,4.0,16.0
STR,54.0,0 days 00:01:20.571000,SOFT,6.0,4.0,16.0
STR,55.0,0 days 00:01:19.963000,SOFT,7.0,4.0,15.0
STR,56.0,0 days 00:01:17.279000,SOFT,8.0,4.0,14.0
STR,57.0,0 days 00:01:16.914000,SOFT,9.0,4.0,14.0
STR,58.0,0 days 00:01:17.156000,SOFT,10.0,4.0,14.0
STR,59.0,0 days 00:01:16.710000,SOFT,11.0,4.0,14.0
STR,60.0,0 days 00:01:17.326000,SOFT,12.0,4.0,14.0
STR,61.0,0 days 00:01:18.298000,SOFT,13.0,4.0,14.0
STR,62.0,0 days 00:01:19.070000,SOFT,14.0,4.0,14.0
STR,63.0,0 days 00:01:19.100000,SOFT,15.0,4.0,14.0
STR,64.0,0 days 00:01:18.425000,SOFT,16.0,4.0,14.0
STR,65.0,0 days 00:01:18.732000,SOFT,17.0,4.0,14.0
STR,66.0,0 days 00:01:18.748000,SOFT,18.0,4.0,14.0
STR,67.0,0 days 00:01:18.636000,SOFT,19.0,4.0,14.0
STR,68.0,0 days 00:01:18.057000,SOFT,20.0,4.0,14.0
STR,69.0,0 days 00:01:18.275000,SOFT,21.0,4.0,14.0
STR,70.0,0 days 00:01:18.557000,SOFT,22.0,4.0,14.0
STR,71.0,0 days 00:01:18.464000,SOFT,23.0,4.0,14.0
STR,72.0,0 days 00:01:18.332000,SOFT,24.0,4.0,14.0
STR,73.0,0 days 00:01:20.709000,SOFT,25.0,4.0,14.0
STR,74.0,0 days 00:01:18.230000,SOFT,26.0,4.0,14.0
STR,75.0,0 days 00:01:18.511000,SOFT,27.0,4.0,14.0
STR,76.0,0 days 00:01:18.623000,SOFT,28.0,4.0,14.0
SAR,1.0,0 days 00:41:56.858000,HARD,1.0,1.0,14.0
SAR,2.0,0 days 00:02:01.235000,HARD,2.0,2.0,14.0
SAR,3.0,0 days 00:01:30.077000,HARD,3.0,2.0,15.0
SAR,4.0,0 days 00:01:23.682000,HARD,4.0,2.0,15.0
SAR,5.0,0 days 00:01:23.674000,HARD,5.0,2.0,15.0
SAR,6.0,0 days 00:01:22.739000,HARD,6.0,2.0,15.0
SAR,7.0,0 days 00:01:22.899000,HARD,7.0,2.0,15.0
SAR,8.0,0 days 00:01:22.221000,HARD,8.0,2.0,15.0
SAR,9.0,0 days 00:01:21.679000,HARD,9.0,2.0,15.0
SAR,10.0,0 days 00:01:21.944000,HARD,10.0,2.0,15.0
SAR,11.0,0 days 00:01:21.492000,HARD,11.0,2.0,15.0
SAR,12.0,0 days 00:01:21.404000,HARD,12.0,2.0,15.0
SAR,13.0,0 days 00:01:21.499000,HARD,13.0,2.0,15.0
SAR,14.0,0 days 00:01:21.219000,HARD,14.0,2.0,15.0
SAR,15.0,0 days 00:01:21.340000,HARD,15.0,2.0,14.0
SAR,16.0,0 days 00:01:20.646000,HARD,16.0,2.0,14.0
SAR,17.0,0 days 00:01:21.016000,HARD,17.0,2.0,14.0
SAR,18.0,0 days 00:01:21.031000,HARD,18.0,2.0,14.0
SAR,19.0,0 days 00:01:21.221000,HARD,19.0,2.0,14.0
SAR,20.0,0 days 00:01:20.853000,HARD,20.0,2.0,14.0
SAR,21.0,0 days 00:01:20.849000,HARD,21.0,2.0,14.0
SAR,22.0,0 days 00:01:20.897000,HARD,22.0,2.0,14.0
SAR,23.0,0 days 00:01:20.593000,HARD,23.0,2.0,14.0
SAR,24.0,0 days 00:01:20.395000,HARD,24.0,2.0,14.0
SAR,25.0,0 days 00:01:20.903000,HARD,25.0,2.0,14.0
SAR,26.0,0 days 00:01:20.929000,HARD,26.0,2.0,14.0
SAR,27.0,0 days 00:01:21.231000,HARD,27.0,2.0,14.0
SAR,28.0,0 days 00:01:21.604000,HARD,28.0,2.0,14.0
SAR,29.0,0 days 00:01:21.334000,HARD,29.0,2.0,14.0
SAR,30.0,0 days 00:01:20.840000,HARD,30.0,2.0,14.0
SAR,31.0,0 days 00:01:20.775000,HARD,31.0,2.0,14.0
SAR,32.0,0 days 00:01:20.797000,HARD,32.0,2.0,14.0
SAR,33.0,0 days 00:01:20.530000,HARD,33.0,2.0,14.0
SAR,34.0,0 days 00:01:20.738000,HARD,34.0,2.0,14.0
SAR,35.0,0 days 00:01:20.584000,HARD,35.0,2.0,14.0
SAR,36.0,0 days 00:01:21.134000,HARD,36.0,2.0,14.0
SAR,37.0,0 days 00:01:21.404000,HARD,37.0,2.0,14.0
SAR,38.0,0 days 00:01:21.131000,HARD,38.0,2.0,14.0
SAR,39.0,0 days 00:01:21.273000,HARD,39.0,2.0,14.0
SAR,40.0,0 days 00:01:21.780000,HARD,40.0,2.0,14.0
SAR,41.0,0 days 00:01:24.378000,HARD,41.0,2.0,14.0
SAR,42.0,0 days 00:01:21.870000,HARD,42.0,2.0,14.0
SAR,43.0,0 days 00:01:20.552000,HARD,43.0,2.0,14.0
SAR,44.0,0 days 00:01:19.511000,HARD,44.0,2.0,14.0
SAR,45.0,0 days 00:01:20.720000,HARD,45.0,2.0,14.0
SAR,46.0,0 days 00:01:20.124000,HARD,46.0,2.0,14.0
SAR,47.0,0 days 00:01:19.888000,HARD,47.0,2.0,14.0
SAR,48.0,0 days 00:01:20.970000,HARD,48.0,2.0,13.0
SAR,49.0,0 days 00:01:23.966000,HARD,49.0,2.0,13.0
SAR,50.0,0 days 00:01:20.292000,HARD,50.0,2.0,13.0
SAR,51.0,0 days 00:01:21.817000,HARD,51.0,2.0,14.0
SAR,52.0,0 days 00:01:20.780000,HARD,52.0,2.0,14.0
SAR,53.0,0 days 00:01:21.318000,HARD,53.0,2.0,14.0
SAR,54.0,0 days 00:01:22.289000,HARD,54.0,2.0,14.0
SAR,55.0,0 days 00:01:20.342000,HARD,55.0,2.0,14.0
SAR,56.0,0 days 00:01:21.474000,HARD,56.0,2.0,15.0
SAR,57.0,0 days 00:01:37.746000,HARD,57.0,2.0,16.0
SAR,58.0,0 days 00:01:19.809000,MEDIUM,1.0,3.0,16.0
SAR,59.0,0 days 00:01:15.594000,MEDIUM,2.0,3.0,16.0
SAR,60.0,0 days 00:01:15.580000,MEDIUM,3.0,3.0,16.0
SAR,61.0,0 days 00:01:15.558000,MEDIUM,4.0,3.0,16.0
SAR,62.0,0 days 00:01:15.525000,MEDIUM,5.0,3.0,16.0
SAR,63.0,0 days 00:01:15.688000,MEDIUM,6.0,3.0,16.0
SAR,64.0,0 days 00:01:16.895000,MEDIUM,7.0,3.0,16.0
SAR,65.0,0 days 00:01:19.869000,MEDIUM,8.0,3.0,16.0
SAR,66.0,0 days 00:01:20.799000,MEDIUM,9.0,3.0,16.0
SAR,67.0,0 days 00:01:20.347000,MEDIUM,10.0,3.0,16.0
SAR,68.0,0 days 00:01:20.004000,MEDIUM,11.0,3.0,15.0
SAR,69.0,0 days 00:01:16.077000,MEDIUM,12.0,3.0,15.0
SAR,70.0,0 days 00:01:16.866000,MEDIUM,13.0,3.0,15.0
SAR,71.0,0 days 00:01:16.326000,MEDIUM,14.0,3.0,15.0
SAR,72.0,0 days 00:01:16.402000,MEDIUM,15.0,3.0,15.0
SAR,73.0,0 days 00:01:16.370000,MEDIUM,16.0,3.0,15.0
SAR,74.0,0 days 00:01:16.863000,MEDIUM,17.0,3.0,15.0
SAR,75.0,0 days 00:01:16.324000,MEDIUM,18.0,3.0,15.0
SAR,76.0,0 days 00:01:17.197000,MEDIUM,19.0,3.0,15.0
ZHO,1.0,0 days 00:42:06.253000,MEDIUM,1.0,1.0,16.0
ZHO,2.0,0 days 00:01:52.131000,HARD,1.0,2.0,16.0
ZHO,3.0,0 days 00:01:30.396000,HARD,2.0,2.0,16.0
ZHO,4.0,0 days 00:01:23.698000,HARD,3.0,2.0,16.0
ZHO,5.0,0 days 00:01:23.494000,HARD,4.0,2.0,16.0
ZHO,6.0,0 days 00:01:22.649000,HARD,5.0,2.0,16.0
ZHO,7.0,0 days 00:01:22.934000,HARD,6.0,2.0,16.0
ZHO,8.0,0 days 00:01:22.182000,HARD,7.0,2.0,16.0
ZHO,9.0,0 days 00:01:21.810000,HARD,8.0,2.0,16.0
ZHO,10.0,0 days 00:01:21.944000,HARD,9.0,2.0,16.0
ZHO,11.0,0 days 00:01:21.563000,HARD,10.0,2.0,16.0
ZHO,12.0,0 days 00:01:21.193000,HARD,11.0,2.0,16.0
ZHO,13.0,0 days 00:01:21.529000,HARD,12.0,2.0,16.0
ZHO,14.0,0 days 00:01:21.264000,HARD,13.0,2.0,16.0
ZHO,15.0,0 days 00:01:21.447000,HARD,14.0,2.0,15.0
ZHO,16.0,0 days 00:01:20.481000,HARD,15.0,2.0,15.0
ZHO,17.0,0 days 00:01:20.979000,HARD,16.0,2.0,15.0
ZHO,18.0,0 days 00:01:20.911000,HARD,17.0,2.0,15.0
ZHO,19.0,0 days 00:01:21.420000,HARD,18.0,2.0,15.0
ZHO,20.0,0 days 00:01:20.904000,HARD,19.0,2.0,15.0
ZHO,21.0,0 days 00:01:20.669000,HARD,20.0,2.0,15.0
ZHO,22.0,0 days 00:01:21.083000,HARD,21.0,2.0,15.0
ZHO,23.0,0 days 00:01:20.792000,HARD,22.0,2.0,15.0
ZHO,24.0,0 days 00:01:20.347000,HARD,23.0,2.0,15.0
ZHO,25.0,0 days 00:01:20.763000,HARD,24.0,2.0,15.0
ZHO,26.0,0 days 00:01:20.869000,HARD,25.0,2.0,15.0
ZHO,27.0,0 days 00:01:21.293000,HARD,26.0,2.0,15.0
ZHO,28.0,0 days 00:01:21.516000,HARD,27.0,2.0,15.0
ZHO,29.0,0 days 00:01:21.338000,HARD,28.0,2.0,15.0
ZHO,30.0,0 days 00:01:21.044000,HARD,29.0,2.0,15.0
ZHO,31.0,0 days 00:01:20.806000,HARD,30.0,2.0,15.0
ZHO,32.0,0 days 00:01:20.782000,HARD,31.0,2.0,15.0
ZHO,33.0,0 days 00:01:20.677000,HARD,32.0,2.0,15.0
ZHO,34.0,0 days 00:01:20.736000,HARD,33.0,2.0,15.0
ZHO,35.0,0 days 00:01:20.372000,HARD,34.0,2.0,15.0
ZHO,36.0,0 days 00:01:20.986000,HARD,35.0,2.0,15.0
ZHO,37.0,0 days 00:01:21.449000,HARD,36.0,2.0,15.0
ZHO,38.0,0 days 00:01:21.090000,HARD,37.0,2.0,15.0
ZHO,39.0,0 days 00:01:21.233000,HARD,38.0,2.0,15.0
ZHO,40.0,0 days 00:01:24.969000,HARD,39.0,2.0,15.0
ZHO,41.0,0 days 00:01:21.127000,HARD,40.0,2.0,15.0
ZHO,42.0,0 days 00:01:21.957000,HARD,41.0,2.0,15.0
ZHO,43.0,0 days 00:01:20.578000,HARD,42.0,2.0,15.0
ZHO,44.0,0 days 00:01:19.610000,HARD,43.0,2.0,15.0
ZHO,45.0,0 days 00:01:20.686000,HARD,44.0,2.0,15.0
ZHO,46.0,0 days 00:01:20.146000,HARD,45.0,2.0,15.0
ZHO,47.0,0 days 00:01:20.075000,HARD,46.0,2.0,15.0
ZHO,48.0,0 days 00:01:22.481000,HARD,47.0,2.0,14.0
ZHO,49.0,0 days 00:01:22.134000,HARD,48.0,2.0,14.0
ZHO,50.0,0 days 00:01:20.946000,HARD,49.0,2.0,15.0
ZHO,51.0,0 days 00:01:20.962000,HARD,50.0,2.0,15.0
ZHO,52.0,0 days 00:01:20.970000,HARD,51.0,2.0,15.0
ZHO,53.0,0 days 00:01:21.375000,HARD,52.0,2.0,15.0
ZHO,54.0,0 days 00:01:22.153000,HARD,53.0,2.0,15.0
ZHO,55.0,0 days 00:01:21.399000,HARD,54.0,2.0,16.0
ZHO,56.0,0 days 00:01:20.315000,HARD,55.0,2.0,16.0
ZHO,57.0,0 days 00:01:21.119000,HARD,56.0,2.0,15.0
ZHO,58.0,0 days 00:01:18.795000,HARD,57.0,2.0,15.0
ZHO,59.0,0 days 00:01:17.936000,HARD,58.0,2.0,15.0
ZHO,60.0,0 days 00:01:18.545000,HARD,59.0,2.0,15.0
ZHO,61.0,0 days 00:01:18.707000,HARD,60.0,2.0,15.0
ZHO,62.0,0 days 00:01:18.817000,HARD,61.0,2.0,15.0
ZHO,63.0,0 days 00:01:18.789000,HARD,62.0,2.0,15.0
ZHO,64.0,0 days 00:01:19.295000,HARD,63.0,2.0,15.0
ZHO,65.0,0 days 00:01:19.719000,HARD,64.0,2.0,15.0
ZHO,66.0,0 days 00:01:19.749000,HARD,65.0,2.0,15.0
ZHO,67.0,0 days 00:01:20.357000,HARD,66.0,2.0,15.0
ZHO,68.0,0 days 00:01:25.217000,HARD,67.0,2.0,16.0
ZHO,69.0,0 days 00:01:20.484000,HARD,68.0,2.0,16.0
ZHO,70.0,0 days 00:01:40.898000,HARD,69.0,2.0,16.0
ZHO,71.0,0 days 00:01:25.295000,SOFT,1.0,3.0,16.0
ZHO,72.0,0 days 00:01:20.585000,SOFT,2.0,3.0,16.0
ZHO,73.0,0 days 00:01:15.233000,SOFT,3.0,3.0,16.0
ZHO,74.0,0 days 00:01:20.473000,SOFT,4.0,3.0,16.0
ZHO,75.0,0 days 00:01:14.718000,SOFT,5.0,3.0,16.0
ZHO,76.0,0 days 00:01:17.173000,SOFT,6.0,3.0,16.0
OCO,1.0,,HARD,1.0,1.0,
PER,1.0,,HARD,1.0,1.0,
HUL,1.0,,MEDIUM,1.0,1.0,
MAG,1.0,,HARD,1.0,1.0,
