Driver,LapNumber,Compound,TyreLife,Stint,Position,LapTimeSeconds
TSU,21.0,HARD,21.0,2.0,8.0,80.557
TSU,22.0,HARD,22.0,2.0,8.0,80.875
TSU,23.0,HARD,23.0,2.0,8.0,80.45
TSU,24.0,HARD,24.0,2.0,8.0,80.386
TSU,25.0,HARD,25.0,2.0,8.0,80.329
TSU,26.0,HARD,26.0,2.0,8.0,80.448
TSU,27.0,HARD,27.0,2.0,8.0,80.286
TSU,28.0,HARD,28.0,2.0,8.0,80.184
TSU,29.0,HARD,29.0,2.0,8.0,79.837
TSU,30.0,HARD,30.0,2.0,8.0,80.495
TSU,31.0,HARD,31.0,2.0,8.0,80.19
TSU,32.0,HARD,32.0,2.0,8.0,81.023
TSU,33.0,HARD,33.0,2.0,8.0,80.749
TSU,34.0,HARD,34.0,2.0,8.0,79.153
TSU,35.0,HARD,35.0,2.0,8.0,78.973
TSU,36.0,HARD,36.0,2.0,8.0,79.472
TSU,37.0,HARD,37.0,2.0,8.0,80.071
TSU,38.0,HARD,38.0,2.0,8.0,80.117
TSU,39.0,HARD,39.0,2.0,8.0,79.855
TSU,40.0,HARD,40.0,2.0,8.0,79.745
TSU,41.0,HARD,41.0,2.0,8.0,80.772
TSU,42.0,HARD,42.0,2.0,8.0,80.32
TSU,43.0,HARD,43.0,2.0,8.0,80.135
TSU,44.0,HARD,44.0,2.0,8.0,80.394
TSU,45.0,HARD,45.0,2.0,8.0,80.144
TSU,46.0,HARD,46.0,2.0,8.0,80.294
TSU,47.0,HARD,47.0,2.0,8.0,80.426
TSU,48.0,HARD,48.0,2.0,8.0,80.543
TSU,49.0,HARD,49.0,2.0,8.0,80.109
TSU,50.0,HARD,50.0,2.0,8.0,79.553
TSU,51.0,HARD,51.0,2.0,8.0,78.64
TSU,52.0,HARD,52.0,2.0,8.0,80.114
TSU,53.0,HARD,53.0,2.0,8.0,79.854
TSU,54.0,HARD,54.0,2.0,8.0,85.77
TSU,55.0,HARD,55.0,2.0,8.0,79.781
TSU,56.0,HARD,56.0,2.0,8.0,78.502
TSU,57.0,HARD,57.0,2.0,8.0,78.499
TSU,58.0,HARD,58.0,2.0,8.0,78.737
TSU,59.0,HARD,59.0,2.0,8.0,78.035
TSU,60.0,HARD,60.0,2.0,8.0,79.659
TSU,61.0,HARD,61.0,2.0,8.0,80.298
TSU,62.0,HARD,62.0,2.0,8.0,79.375
TSU,63.0,HARD,63.0,2.0,8.0,83.218
TSU,64.0,HARD,64.0,2.0,8.0,77.631
TSU,65.0,HARD,65.0,2.0,8.0,77.019
TSU,66.0,HARD,66.0,2.0,8.0,78.197
TSU,67.0,HARD,67.0,2.0,8.0,78.148
TSU,68.0,HARD,68.0,2.0,8.0,78.209
TSU,69.0,HARD,69.0,2.0,8.0,80.032
TSU,70.0,HARD,70.0,2.0,8.0,79.347
TSU,71.0,HARD,71.0,2.0,8.0,78.258
TSU,72.0,HARD,72.0,2.0,8.0,77.079
TSU,73.0,HARD,73.0,2.0,8.0,75.955
TSU,74.0,HARD,74.0,2.0,8.0,75.462
TSU,75.0,HARD,75.0,2.0,8.0,74.992
TSU,76.0,HARD,76.0,2.0,8.0,75.205
TSU,77.0,HARD,77.0,2.0,8.0,74.72
ALB,1.0,MEDIUM,1.0,1.0,9.0,2494.817
ALB,2.0,HARD,1.0,2.0,9.0,142.255
ALB,3.0,HARD,2.0,2.0,9.0,87.834
ALB,4.0,HARD,3.0,2.0,9.0,83.286
ALB,5.0,HARD,4.0,2.0,9.0,83.369
ALB,6.0,HARD,5.0,2.0,9.0,83.416
ALB,7.0,HARD,6.0,2.0,9.0,81.913
ALB,8.0,HARD,7.0,2.0,9.0,81.536
ALB,9.0,HARD,8.0,2.0,9.0,82.004
ALB,10.0,HARD,9.0,2.0,9.0,81.562
ALB,11.0,HARD,10.0,2.0,9.0,81.514
ALB,12.0,HARD,11.0,2.0,9.0,80.821
ALB,13.0,HARD,12.0,2.0,9.0,81.42
ALB,14.0,HARD,13.0,2.0,9.0,80.591
ALB,15.0,HARD,14.0,2.0,9.0,80.591
ALB,16.0,HARD,15.0,2.0,9.0,80.793
ALB,17.0,HARD,16.0,2.0,9.0,81.137
ALB,18.0,HARD,17.0,2.0,9.0,80.042
ALB,19.0,HARD,18.0,2.0,9.0,80.245
ALB,20.0,HARD,19.0,2.0,9.0,80.36
ALB,21.0,HARD,20.0,2.0,9.0,80.937
ALB,22.0,HARD,21.0,2.0,9.0,80.542
ALB,23.0,HARD,22.0,2.0,9.0,80.143
ALB,24.0,HARD,23.0,2.0,9.0,80.517
ALB,25.0,HARD,24.0,2.0,9.0,80.323
ALB,26.0,HARD,25.0,2.0,9.0,80.463
ALB,27.0,HARD,26.0,2.0,9.0,80.509
ALB,28.0,HARD,27.0,2.0,9.0,79.51
ALB,29.0,HARD,28.0,2.0,9.0,80.271
ALB,30.0,HARD,29.0,2.0,9.0,81.439
ALB,31.0,HARD,30.0,2.0,9.0,80.941
ALB,32.0,HARD,31.0,2.0,9.0,80.148
ALB,33.0,HARD,32.0,2.0,9.0,79.491
ALB,34.0,HARD,33.0,2.0,9.0,79.134
ALB,35.0,HARD,34.0,2.0,9.0,78.816
ALB,36.0,HARD,35.0,2.0,9.0,81.628
ALB,37.0,HARD,36.0,2.0,9.0,80.775
ALB,38.0,HARD,37.0,2.0,9.0,80.314
ALB,39.0,HARD,38.0,2.0,9.0,80.389
ALB,40.0,HARD,39.0,2.0,9.0,79.812
ALB,41.0,HARD,40.0,2.0,9.0,79.329
ALB,42.0,HARD,41.0,2.0,9.0,80.084
ALB,43.0,HARD,42.0,2.0,9.0,79.496
ALB,44.0,HARD,43.0,2.0,9.0,79.683
ALB,45.0,HARD,44.0,2.0,9.0,81.748
ALB,46.0,HARD,45.0,2.0,9.0,80.594
ALB,47.0,HARD,46.0,2.0,9.0,80.462
ALB,48.0,HARD,47.0,2.0,9.0,79.321
ALB,49.0,HARD,48.0,2.0,9.0,79.378
ALB,50.0,HARD,49.0,2.0,9.0,79.268
ALB,51.0,HARD,50.0,2.0,9.0,78.863
ALB,52.0,HARD,51.0,2.0,9.0,81.554
ALB,53.0,HARD,52.0,2.0,9.0,80.7
ALB,54.0,HARD,53.0,2.0,9.0,83.647
ALB,55.0,HARD,54.0,2.0,9.0,79.085
ALB,56.0,HARD,55.0,2.0,9.0,78.796
ALB,57.0,HARD,56.0,2.0,9.0,78.271
ALB,58.0,HARD,57.0,2.0,9.0,78.69
ALB,59.0,HARD,58.0,2.0,9.0,78.201
ALB,60.0,HARD,59.0,2.0,9.0,79.533
ALB,61.0,HARD,60.0,2.0,9.0,80.222
ALB,62.0,HARD,61.0,2.0,9.0,79.506
ALB,63.0,HARD,62.0,2.0,9.0,83.085
ALB,64.0,HARD,63.0,2.0,9.0,77.911
ALB,65.0,HARD,64.0,2.0,9.0,77.261
ALB,66.0,HARD,65.0,2.0,9.0,78.003
ALB,67.0,HARD,66.0,2.0,9.0,77.874
ALB,68.0,HARD,67.0,2.0,9.0,78.385
ALB,69.0,HARD,68.0,2.0,9.0,79.921
ALB,70.0,HARD,69.0,2.0,9.0,79.37
ALB,71.0,HARD,70.0,2.0,9.0,78.957
ALB,72.0,HARD,71.0,2.0,9.0,78.165
ALB,73.0,HARD,72.0,2.0,9.0,78.432
ALB,74.0,HARD,73.0,2.0,9.0,78.014
ALB,75.0,HARD,74.0,2.0,9.0,77.85
ALB,76.0,HARD,75.0,2.0,9.0,77.279
ALB,77.0,HARD,76.0,2.0,9.0,77.06
GAS,1.0,HARD,1.0,1.0,10.0,2497.695
GAS,2.0,MEDIUM,1.0,2.0,10.0,139.618
GAS,3.0,MEDIUM,2.0,2.0,10.0,88.269
GAS,4.0,MEDIUM,3.0,2.0,10.0,83.269
GAS,5.0,MEDIUM,4.0,2.0,10.0,83.428
GAS,6.0,MEDIUM,5.0,2.0,10.0,83.106
GAS,7.0,MEDIUM,6.0,2.0,10.0,82.233
GAS,8.0,MEDIUM,7.0,2.0,10.0,81.6
GAS,9.0,MEDIUM,8.0,2.0,10.0,82.071
GAS,10.0,MEDIUM,9.0,2.0,10.0,81.394
GAS,11.0,MEDIUM,10.0,2.0,10.0,81.298
GAS,12.0,MEDIUM,11.0,2.0,10.0,81.289
GAS,13.0,MEDIUM,12.0,2.0,10.0,81.53
GAS,14.0,MEDIUM,13.0,2.0,10.0,79.92
GAS,15.0,MEDIUM,14.0,2.0,10.0,81.066
GAS,16.0,MEDIUM,15.0,2.0,10.0,81.054
GAS,17.0,MEDIUM,16.0,2.0,10.0,81.961
GAS,18.0,MEDIUM,17.0,2.0,10.0,80.797
GAS,19.0,MEDIUM,18.0,2.0,10.0,79.904
GAS,20.0,MEDIUM,19.0,2.0,10.0,80.255
GAS,21.0,MEDIUM,20.0,2.0,10.0,79.876
GAS,22.0,MEDIUM,21.0,2.0,10.0,80.554
GAS,23.0,MEDIUM,22.0,2.0,10.0,81.306
GAS,24.0,MEDIUM,23.0,2.0,10.0,80.949
GAS,25.0,MEDIUM,24.0,2.0,10.0,80.372
GAS,26.0,MEDIUM,25.0,2.0,10.0,80.593
GAS,27.0,MEDIUM,26.0,2.0,10.0,80.521
GAS,28.0,MEDIUM,27.0,2.0,10.0,80.229
GAS,29.0,MEDIUM,28.0,2.0,10.0,79.376
GAS,30.0,MEDIUM,29.0,2.0,10.0,81.764
GAS,31.0,MEDIUM,30.0,2.0,10.0,81.427
GAS,32.0,MEDIUM,31.0,2.0,10.0,81.121
GAS,33.0,MEDIUM,32.0,2.0,10.0,80.965
GAS,34.0,MEDIUM,33.0,2.0,10.0,80.751
GAS,35.0,MEDIUM,34.0,2.0,10.0,79.361
GAS,36.0,MEDIUM,35.0,2.0,10.0,79.576
GAS,37.0,MEDIUM,36.0,2.0,10.0,79.975
GAS,38.0,MEDIUM,37.0,2.0,10.0,79.428
GAS,39.0,MEDIUM,38.0,2.0,10.0,80.32
GAS,40.0,MEDIUM,39.0,2.0,10.0,80.384
GAS,41.0,MEDIUM,40.0,2.0,10.0,80.2
GAS,42.0,MEDIUM,41.0,2.0,10.0,79.977
GAS,43.0,MEDIUM,42.0,2.0,10.0,81.048
GAS,44.0,MEDIUM,43.0,2.0,10.0,80.621
GAS,45.0,MEDIUM,44.0,2.0,10.0,79.382
GAS,46.0,MEDIUM,45.0,2.0,10.0,79.97
GAS,47.0,MEDIUM,46.0,2.0,10.0,79.435
GAS,48.0,MEDIUM,47.0,2.0,10.0,79.865
GAS,49.0,MEDIUM,48.0,2.0,10.0,80.534
GAS,50.0,MEDIUM,49.0,2.0,10.0,81.023
GAS,51.0,MEDIUM,50.0,2.0,10.0,84.473
GAS,52.0,MEDIUM,51.0,2.0,10.0,79.743
GAS,53.0,MEDIUM,52.0,2.0,10.0,79.917
GAS,54.0,MEDIUM,53.0,2.0,10.0,79.091
GAS,55.0,MEDIUM,54.0,2.0,10.0,79.407
GAS,56.0,MEDIUM,55.0,2.0,10.0,79.704
GAS,57.0,MEDIUM,56.0,2.0,10.0,79.448
GAS,58.0,MEDIUM,57.0,2.0,10.0,79.097
GAS,59.0,MEDIUM,58.0,2.0,10.0,81.378
GAS,60.0,MEDIUM,59.0,2.0,10.0,80.237
GAS,61.0,MEDIUM,60.0,2.0,10.0,80.407
GAS,62.0,MEDIUM,61.0,2.0,10.0,78.469
GAS,63.0,MEDIUM,62.0,2.0,10.0,79.155
GAS,64.0,MEDIUM,63.0,2.0,10.0,78.868
GAS,65.0,MEDIUM,64.0,2.0,10.0,79.22
GAS,66.0,MEDIUM,65.0,2.0,10.0,78.726
GAS,67.0,MEDIUM,66.0,2.0,10.0,78.624
GAS,68.0,MEDIUM,67.0,2.0,10.0,78.545
GAS,69.0,MEDIUM,68.0,2.0,10.0,78.363
GAS,70.0,MEDIUM,69.0,2.0,10.0,77.799
GAS,71.0,MEDIUM,70.0,2.0,10.0,78.14
GAS,72.0,MEDIUM,71.0,2.0,10.0,78.382
GAS,73.0,MEDIUM,72.0,2.0,10.0,77.992
GAS,74.0,MEDIUM,73.0,2.0,10.0,76.689
GAS,75.0,MEDIUM,74.0,2.0,10.0,78.12
GAS,76.0,MEDIUM,75.0,2.0,10.0,77.516
GAS,77.0,MEDIUM,76.0,2.0,10.0,75.625
ALO,1.0,HARD,2.0,1.0,13.0,2513.184
ALO,2.0,MEDIUM,2.0,2.0,13.0,124.571
ALO,3.0,MEDIUM,3.0,2.0,12.0,89.188
ALO,4.0,MEDIUM,4.0,2.0,12.0,83.736
ALO,5.0,MEDIUM,5.0,2.0,12.0,83.575
ALO,6.0,MEDIUM,6.0,2.0,12.0,82.711
ALO,7.0,MEDIUM,7.0,2.0,12.0,82.866
ALO,8.0,MEDIUM,8.0,2.0,12.0,82.284
ALO,9.0,MEDIUM,9.0,2.0,12.0,81.65
ALO,10.0,MEDIUM,10.0,2.0,12.0,81.864
ALO,11.0,MEDIUM,11.0,2.0,12.0,81.418
ALO,12.0,MEDIUM,12.0,2.0,12.0,81.366
ALO,13.0,MEDIUM,13.0,2.0,12.0,81.428
ALO,14.0,MEDIUM,14.0,2.0,12.0,81.392
ALO,15.0,MEDIUM,15.0,2.0,12.0,81.061
ALO,16.0,MEDIUM,16.0,2.0,12.0,81.318
ALO,17.0,MEDIUM,17.0,2.0,12.0,80.799
ALO,18.0,MEDIUM,18.0,2.0,12.0,81.075
ALO,19.0,MEDIUM,19.0,2.0,12.0,80.605
ALO,20.0,MEDIUM,20.0,2.0,12.0,81.11
ALO,21.0,MEDIUM,21.0,2.0,12.0,80.317
ALO,22.0,MEDIUM,22.0,2.0,12.0,81.037
ALO,23.0,MEDIUM,23.0,2.0,12.0,80.246
ALO,24.0,MEDIUM,24.0,2.0,12.0,81.413
ALO,25.0,MEDIUM,25.0,2.0,12.0,81.091
ALO,26.0,MEDIUM,26.0,2.0,12.0,80.858
ALO,27.0,MEDIUM,27.0,2.0,12.0,81.303
ALO,28.0,MEDIUM,28.0,2.0,12.0,81.544
ALO,29.0,MEDIUM,29.0,2.0,12.0,81.205
ALO,30.0,MEDIUM,30.0,2.0,12.0,81.034
ALO,31.0,MEDIUM,31.0,2.0,12.0,80.642
ALO,32.0,MEDIUM,32.0,2.0,12.0,81.01
ALO,33.0,MEDIUM,33.0,2.0,12.0,80.35
ALO,34.0,MEDIUM,34.0,2.0,12.0,80.877
ALO,35.0,MEDIUM,35.0,2.0,12.0,80.432
ALO,36.0,MEDIUM,36.0,2.0,12.0,81.128
ALO,37.0,MEDIUM,37.0,2.0,12.0,81.512
ALO,38.0,MEDIUM,38.0,2.0,12.0,81.082
ALO,39.0,MEDIUM,39.0,2.0,12.0,81.265
ALO,40.0,MEDIUM,40.0,2.0,12.0,80.755
ALO,41.0,MEDIUM,41.0,2.0,12.0,83.446
ALO,42.0,MEDIUM,42.0,2.0,12.0,83.332
ALO,43.0,MEDIUM,43.0,2.0,12.0,80.286
ALO,44.0,MEDIUM,44.0,2.0,12.0,78.852
ALO,45.0,MEDIUM,45.0,2.0,12.0,79.956
ALO,46.0,MEDIUM,46.0,2.0,12.0,78.928
ALO,47.0,MEDIUM,47.0,2.0,12.0,79.109
ALO,48.0,MEDIUM,48.0,2.0,11.0,80.315
ALO,49.0,MEDIUM,49.0,2.0,11.0,79.837
ALO,50.0,MEDIUM,50.0,2.0,11.0,79.334
ALO,51.0,MEDIUM,51.0,2.0,11.0,80.636
ALO,52.0,MEDIUM,52.0,2.0,11.0,83.377
ALO,53.0,MEDIUM,53.0,2.0,11.0,79.992
ALO,54.0,MEDIUM,54.0,2.0,11.0,79.191
ALO,55.0,MEDIUM,55.0,2.0,11.0,79.411
ALO,56.0,MEDIUM,56.0,2.0,11.0,80.739
ALO,57.0,MEDIUM,57.0,2.0,11.0,80.6
ALO,58.0,MEDIUM,58.0,2.0,11.0,79.229
ALO,59.0,MEDIUM,59.0,2.0,11.0,79.219
ALO,60.0,MEDIUM,60.0,2.0,11.0,79.166
ALO,61.0,MEDIUM,61.0,2.0,11.0,78.752
ALO,62.0,MEDIUM,62.0,2.0,11.0,78.816
ALO,63.0,MEDIUM,63.0,2.0,11.0,78.556
ALO,64.0,MEDIUM,64.0,2.0,11.0,78.736
ALO,65.0,MEDIUM,65.0,2.0,11.0,78.633
ALO,66.0,MEDIUM,66.0,2.0,11.0,78.637
ALO,67.0,MEDIUM,67.0,2.0,11.0,78.126
ALO,68.0,MEDIUM,68.0,2.0,11.0,77.939
ALO,69.0,MEDIUM,69.0,2.0,11.0,78.713
ALO,70.0,MEDIUM,70.0,2.0,11.0,78.473
ALO,71.0,MEDIUM,71.0,2.0,11.0,78.133
ALO,72.0,MEDIUM,72.0,2.0,11.0,78.081
ALO,73.0,MEDIUM,73.0,2.0,11.0,78.504
ALO,74.0,MEDIUM,74.0,2.0,11.0,80.336
ALO,75.0,MEDIUM,75.0,2.0,11.0,78.663
ALO,76.0,MEDIUM,76.0,2.0,11.0,79.053
RIC,1.0,MEDIUM,1.0,1.0,12.0,2507.607
RIC,2.0,HARD,2.0,2.0,12.0,130.108
RIC,3.0,HARD,3.0,2.0,13.0,89.656
RIC,4.0,HARD,4.0,2.0,13.0,83.524
RIC,5.0,HARD,5.0,2.0,13.0,83.744
RIC,6.0,HARD,6.0,2.0,13.0,82.748
RIC,7.0,HARD,7.0,2.0,13.0,82.747
RIC,8.0,HARD,8.0,2.0,13.0,82.433
RIC,9.0,HARD,9.0,2.0,13.0,81.528
RIC,10.0,HARD,10.0,2.0,13.0,81.976
RIC,11.0,HARD,11.0,2.0,13.0,81.53
RIC,12.0,HARD,12.0,2.0,13.0,81.277
RIC,13.0,HARD,13.0,2.0,13.0,81.416
RIC,14.0,HARD,14.0,2.0,13.0,81.391
RIC,15.0,HARD,15.0,2.0,13.0,81.177
RIC,16.0,HARD,16.0,2.0,13.0,81.125
RIC,17.0,HARD,17.0,2.0,13.0,80.862
RIC,18.0,HARD,18.0,2.0,13.0,81.108
RIC,19.0,HARD,19.0,2.0,13.0,81.31
RIC,20.0,HARD,20.0,2.0,13.0,80.942
RIC,21.0,HARD,21.0,2.0,13.0,80.817
RIC,22.0,HARD,22.0,2.0,13.0,80.849
RIC,23.0,HARD,23.0,2.0,13.0,80.662
RIC,24.0,HARD,24.0,2.0,13.0,80.348
RIC,25.0,HARD,25.0,2.0,13.0,81.029
RIC,26.0,HARD,26.0,2.0,13.0,80.691
RIC,27.0,HARD,27.0,2.0,13.0,81.365
RIC,28.0,HARD,28.0,2.0,13.0,81.566
RIC,29.0,HARD,29.0,2.0,13.0,81.265
RIC,30.0,HARD,30.0,2.0,13.0,80.9
RIC,31.0,HARD,31.0,2.0,13.0,80.703
RIC,32.0,HARD,32.0,2.0,13.0,80.94
RIC,33.0,HARD,33.0,2.0,13.0,80.395
RIC,34.0,HARD,34.0,2.0,13.0,80.84
RIC,35.0,HARD,35.0,2.0,13.0,80.54
RIC,36.0,HARD,36.0,2.0,13.0,81.126
RIC,37.0,HARD,37.0,2.0,13.0,81.358
RIC,38.0,HARD,38.0,2.0,13.0,81.099
RIC,39.0,HARD,39.0,2.0,13.0,81.255
RIC,40.0,HARD,40.0,2.0,13.0,80.87
RIC,41.0,HARD,41.0,2.0,13.0,85.218
RIC,42.0,HARD,42.0,2.0,13.0,81.527
RIC,43.0,HARD,43.0,2.0,13.0,81.053
RIC,44.0,HARD,44.0,2.0,13.0,78.003
RIC,45.0,HARD,45.0,2.0,13.0,81.761
RIC,46.0,HARD,46.0,2.0,13.0,77.172
RIC,47.0,HARD,47.0,2.0,13.0,81.071
RIC,48.0,HARD,48.0,2.0,12.0,78.282
RIC,49.0,HARD,49.0,2.0,12.0,79.837
RIC,50.0,HARD,50.0,2.0,12.0,79.796
RIC,51.0,HARD,51.0,2.0,12.0,82.683
RIC,52.0,HARD,52.0,2.0,12.0,80.696
RIC,53.0,HARD,53.0,2.0,12.0,80.079
RIC,54.0,HARD,54.0,2.0,12.0,79.176
RIC,55.0,HARD,55.0,2.0,12.0,79.457
RIC,56.0,HARD,56.0,2.0,12.0,82.007
RIC,57.0,HARD,57.0,2.0,12.0,79.672
RIC,58.0,HARD,58.0,2.0,12.0,79.119
RIC,59.0,HARD,59.0,2.0,12.0,78.936
RIC,60.0,HARD,60.0,2.0,12.0,79.23
RIC,61.0,HARD,61.0,2.0,12.0,78.771
RIC,62.0,HARD,62.0,2.0,12.0,78.977
RIC,63.0,HARD,63.0,2.0,12.0,78.805
RIC,64.0,HARD,64.0,2.0,12.0,78.637
RIC,65.0,HARD,65.0,2.0,12.0,78.73
RIC,66.0,HARD,66.0,2.0,12.0,78.248
RIC,67.0,HARD,67.0,2.0,12.0,78.219
RIC,68.0,HARD,68.0,2.0,12.0,78.116
RIC,69.0,HARD,69.0,2.0,12.0,78.386
RIC,70.0,HARD,70.0,2.0,12.0,78.706
RIC,71.0,HARD,71.0,2.0,12.0,78.108
RIC,72.0,HARD,72.0,2.0,12.0,78.068
RIC,73.0,HARD,73.0,2.0,12.0,78.512
RIC,74.0,HARD,74.0,2.0,12.0,80.358
RIC,75.0,HARD,75.0,2.0,12.0,78.645
RIC,76.0,HARD,76.0,2.0,12.0,78.93
BOT,1.0,HARD,1.0,1.0,15.0,2521.748
BOT,2.0,MEDIUM,1.0,2.0,15.0,116.358
BOT,3.0,MEDIUM,2.0,2.0,14.0,89.743
BOT,4.0,MEDIUM,3.0,2.0,14.0,83.386
BOT,5.0,MEDIUM,4.0,2.0,14.0,83.636
BOT,6.0,MEDIUM,5.0,2.0,14.0,82.868
BOT,7.0,MEDIUM,6.0,2.0,14.0,82.832
BOT,8.0,MEDIUM,7.0,2.0,14.0,82.249
BOT,9.0,MEDIUM,8.0,2.0,14.0,81.715
BOT,10.0,MEDIUM,9.0,2.0,14.0,81.947
BOT,11.0,MEDIUM,10.0,2.0,14.0,81.547
BOT,12.0,MEDIUM,11.0,2.0,14.0,81.328
BOT,13.0,MEDIUM,12.0,2.0,14.0,81.54
BOT,14.0,MEDIUM,13.0,2.0,14.0,81.221
BOT,15.0,MEDIUM,14.0,2.0,16.0,97.899
BOT,16.0,HARD,2.0,3.0,16.0,80.012
BOT,17.0,HARD,3.0,3.0,16.0,76.561
BOT,18.0,HARD,4.0,3.0,16.0,76.567
BOT,19.0,HARD,5.0,3.0,16.0,77.829
BOT,20.0,HARD,6.0,3.0,16.0,79.124
BOT,21.0,HARD,7.0,3.0,16.0,80.462
BOT,22.0,HARD,8.0,3.0,16.0,81.022
BOT,23.0,HARD,9.0,3.0,16.0,80.75
BOT,24.0,HARD,10.0,3.0,16.0,80.564
BOT,25.0,HARD,11.0,3.0,16.0,80.783
BOT,26.0,HARD,12.0,3.0,16.0,80.851
BOT,27.0,HARD,13.0,3.0,16.0,81.37
BOT,28.0,HARD,14.0,3.0,16.0,81.765
BOT,29.0,HARD,15.0,3.0,16.0,80.857
BOT,30.0,HARD,16.0,3.0,16.0,81.47
BOT,31.0,HARD,17.0,3.0,16.0,80.752
BOT,32.0,HARD,18.0,3.0,16.0,80.658
BOT,33.0,HARD,19.0,3.0,16.0,80.525
BOT,34.0,HARD,20.0,3.0,16.0,80.903
BOT,35.0,HARD,21.0,3.0,16.0,80.254
BOT,36.0,HARD,22.0,3.0,16.0,81.196
BOT,37.0,HARD,23.0,3.0,16.0,81.386
BOT,38.0,HARD,24.0,3.0,16.0,80.948
BOT,39.0,HARD,25.0,3.0,16.0,83.172
BOT,40.0,HARD,26.0,3.0,16.0,83.591
BOT,41.0,HARD,27.0,3.0,16.0,80.23
BOT,42.0,HARD,28.0,3.0,16.0,82.109
BOT,43.0,HARD,29.0,3.0,16.0,80.912
BOT,44.0,HARD,30.0,3.0,16.0,79.772
BOT,45.0,HARD,31.0,3.0,16.0,80.043
BOT,46.0,HARD,32.0,3.0,16.0,80.417
BOT,47.0,HARD,33.0,3.0,16.0,82.969
BOT,48.0,HARD,34.0,3.0,15.0,80.562
BOT,49.0,HARD,35.0,3.0,15.0,80.818
BOT,50.0,HARD,36.0,3.0,14.0,80.239
BOT,51.0,HARD,37.0,3.0,13.0,77.205
BOT,52.0,HARD,38.0,3.0,13.0,77.202
BOT,53.0,HARD,39.0,3.0,13.0,78.456
BOT,54.0,HARD,40.0,3.0,13.0,79.403
BOT,55.0,HARD,41.0,3.0,13.0,80.375
BOT,56.0,HARD,42.0,3.0,13.0,81.657
BOT,57.0,HARD,43.0,3.0,13.0,78.994
BOT,58.0,HARD,44.0,3.0,13.0,79.28
BOT,59.0,HARD,45.0,3.0,13.0,78.999
BOT,60.0,HARD,46.0,3.0,13.0,79.069
BOT,61.0,HARD,47.0,3.0,13.0,78.623
BOT,62.0,HARD,48.0,3.0,13.0,78.964
BOT,63.0,HARD,49.0,3.0,13.0,79.024
BOT,64.0,HARD,50.0,3.0,13.0,78.531
BOT,65.0,HARD,51.0,3.0,13.0,78.642
BOT,66.0,HARD,52.0,3.0,13.0,78.383
BOT,67.0,HARD,53.0,3.0,13.0,78.467
BOT,68.0,HARD,54.0,3.0,13.0,78.052
BOT,69.0,HARD,55.0,3.0,13.0,78.088
BOT,70.0,HARD,56.0,3.0,13.0,78.778
BOT,71.0,HARD,57.0,3.0,13.0,78.104
BOT,72.0,HARD,58.0,3.0,13.0,78.347
BOT,73.0,HARD,59.0,3.0,13.0,80.068
BOT,74.0,HARD,60.0,3.0,13.0,78.318
BOT,75.0,HARD,61.0,3.0,13.0,78.779
BOT,76.0,HARD,62.0,3.0,13.0,78.774
STR,1.0,HARD,2.0,1.0,11.0,2502.648
STR,2.0,MEDIUM,2.0,2.0,11.0,134.844
STR,3.0,MEDIUM,3.0,2.0,11.0,88.303
STR,4.0,MEDIUM,4.0,2.0,11.0,83.354
STR,5.0,MEDIUM,5.0,2.0,11.0,83.731
STR,6.0,MEDIUM,6.0,2.0,11.0,82.977
STR,7.0,MEDIUM,7.0,2.0,11.0,82.634
STR,8.0,MEDIUM,8.0,2.0,11.0,81.653
STR,9.0,MEDIUM,9.0,2.0,11.0,82.09
STR,10.0,MEDIUM,10.0,2.0,11.0,81.725
STR,11.0,MEDIUM,11.0,2.0,11.0,81.517
STR,12.0,MEDIUM,12.0,2.0,11.0,81.471
STR,13.0,MEDIUM,13.0,2.0,11.0,81.314
STR,14.0,MEDIUM,14.0,2.0,11.0,80.427
STR,15.0,MEDIUM,15.0,2.0,11.0,80.781
STR,16.0,MEDIUM,16.0,2.0,11.0,81.189
STR,17.0,MEDIUM,17.0,2.0,11.0,81.97
STR,18.0,MEDIUM,18.0,2.0,11.0,80.698
STR,19.0,MEDIUM,19.0,2.0,11.0,80.353
STR,20.0,MEDIUM,20.0,2.0,11.0,79.398
STR,21.0,MEDIUM,21.0,2.0,11.0,79.016
STR,22.0,MEDIUM,22.0,2.0,11.0,81.307
STR,23.0,MEDIUM,23.0,2.0,11.0,81.188
STR,24.0,MEDIUM,24.0,2.0,11.0,81.621
STR,25.0,MEDIUM,25.0,2.0,11.0,80.506
STR,26.0,MEDIUM,26.0,2.0,11.0,80.589
STR,27.0,MEDIUM,27.0,2.0,11.0,80.307
STR,28.0,MEDIUM,28.0,2.0,11.0,80.131
STR,29.0,MEDIUM,29.0,2.0,11.0,79.464
STR,30.0,MEDIUM,30.0,2.0,11.0,81.422
STR,31.0,MEDIUM,31.0,2.0,11.0,82.535
STR,32.0,MEDIUM,32.0,2.0,11.0,81.252
STR,33.0,MEDIUM,33.0,2.0,11.0,80.536
STR,34.0,MEDIUM,34.0,2.0,11.0,79.789
STR,35.0,MEDIUM,35.0,2.0,11.0,79.497
STR,36.0,MEDIUM,36.0,2.0,11.0,79.297
STR,37.0,MEDIUM,37.0,2.0,11.0,79.638
STR,38.0,MEDIUM,38.0,2.0,11.0,79.706
